book_id,books_count,isbn,authors,original_publication_year,original_title,title,language_code,average_rating,ratings_count,ratings_1,ratings_2,ratings_3,ratings_4,ratings_5
5444,51,078685149X,Eoin Colfer,2004,The Supernaturalist,The Supernaturalist,en-US,3.85,23010,277,1595,6618,8871,6991
5445,39,60852003,Meg Cabot,2007,Queen of Babble in the Big City,"Queen of Babble in the Big City (Queen of Babble, #2)",eng,3.77,24000,477,1719,7512,8856,6511
5446,23,394900871,Dr. Seuss,1958,Yertle the Turtle (Classic Seuss),Yertle the Turtle and Other Stories,eng,4.13,24972,393,1074,5364,7608,12057
5447,6,1609071220,Camron Wright,2012,,The Rent Collector,eng,4.23,16153,151,453,2487,7623,8260
5448,41,037570342X,Rohinton Mistry,2001,Family Matters,Family Matters,eng,3.99,16790,141,654,3799,7814,5394
5449,24,553588729,Harvey Karp,2002,The Happiest Baby on the Block,The Happiest Baby on the Block: The New Way to Calm Crying and Help Your Newborn Baby Sleep Longer,eng,3.92,13035,228,937,3901,6277,5084
5450,19,,"Penelope Douglas, Nelson Hobbs",2013,Until You,"Until You (Fall Away, #1.5)",,4.36,16757,231,616,3447,9658,16148
5451,8,,Dee Lestari,2004,Perahu Kertas,Perahu Kertas,ind,3.94,13927,237,852,3278,5309,4780
5452,14,786856920,Gordon Korman,2000,Schooled,Schooled,en-US,3.82,20411,588,1562,5602,7435,6494
5453,11,1936608898,"Dallas Hartwig, Melissa Hartwig",2012,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,It Starts with Food: Discover the Whole30 and Change Your Life in Unexpected Ways,en-US,4.09,13643,407,702,2989,6280,7132
5454,23,151012709,Ted Kerasote,2007,Merle's Door: Lessons from a Freethinking Dog,Merle's Door: Lessons from a Freethinking Dog,en-US,4.18,14953,287,690,2541,4980,7763
5455,38,440227194,Gary Paulsen,1996,Brian's Winter,"Brian's Winter (Brian's Saga, #3)",en-US,3.98,16861,281,880,4518,7115,6748
5456,31,452287073,Julia Alvarez,1991,How the Garcia Girls Lost Their Accents ,How the García Girls Lost Their Accents ,eng,3.62,15231,360,1572,6363,7253,3394
5457,28,,"J. Lynn, Jennifer L. Armentrout",2014,Be with Me,"Be with Me (Wait for You, #2)",eng,4.15,32046,273,1133,5585,13508,14014
5458,308,1406501077,Louisa May Alcott,1886,"Jo's Boys, and How They Turned Out: A Sequel to ""Little Men""","Jo's Boys (Little Women, #3)",eng,3.8,23877,306,1683,8009,9340,7127
5459,32,525955100,Harlan Coben,2016,Home ,Home (Myron Bolitar #11),eng,4.2,12183,204,662,3305,8774,9759
5460,54,872860744,Charles Bukowski,1969,Notes of a Dirty Old Man,Notes of a Dirty Old Man,eng,3.99,15443,211,723,3574,6784,5566
5461,89,525952896,"Jussi Adler-Olsen, K.E. Semmel",2008,Fasandræberne,"The Absent One (Department Q, #2)",eng,3.85,13479,270,999,5236,9213,4999
5462,28,1594486344,James McBride,2013,The Good Lord Bird,The Good Lord Bird,eng,3.75,14538,512,1358,4234,6298,4246
5463,55,689840349,Susan Cooper,1974,Greenwitch,"Greenwitch (The Dark Is Rising, #3)",eng,4,21364,201,933,5676,8641,8080
5464,27,158240612X,"Robert Kirkman, Charlie Adlard, Cliff Rathburn",2006,"The Walking Dead, Vol. 5: The Best Defense","The Walking Dead, Vol. 05: The Best Defense",en-GB,4.3,19431,92,359,2671,7436,9855
5465,18,671023462,Elizabeth Chandler,1995,,"Kissed by an Angel/The Power of Love/Soulmates (Kissed by an Angel, #1-3)",eng,4.08,21813,639,1429,4430,6474,11065
5466,19,,Abbi Glines,2014,"Take a Chance (Chance, #1)","Take a Chance (Rosemary Beach, #7; Chance, #1)",eng,4.15,30690,368,1154,5212,11925,13501
5467,42,62072188,Daniel Silva,2011,Portrait of a Spy,"Portrait of a Spy (Gabriel Allon, #11)",eng,4.24,16744,97,352,2762,7890,8462
5468,64,316012823,Kate Atkinson,2006,One Good Turn,"One Good Turn (Jackson Brodie, #2)",en-US,3.79,19384,236,1241,6192,10025,4721
5469,65,64407330,Clive Barker,2002,Abarat,"Abarat (Abarat, #1)",en-US,4.08,20460,385,1045,4059,7777,9077
5470,76,586203192,Arthur C. Clarke,1987,2061: Odyssey Three,"2061: Odyssey Three (Space Odyssey, #3)",eng,3.52,17843,308,2112,7924,6639,3289
5471,45,,"Marshall Goldsmith, Mark Reiter",2007,What Got You Here Won't Get You There: How Successful People Become Even More Successful,What Got You Here Won't Get You There: How Successful People Become Even More Successful,,3.94,14545,293,884,3779,5612,5406
5472,30,1439187312,Richard Paul Evans,2010,The Walk,"The Walk (The Walk, #1)",en-US,4.12,16224,275,706,2913,6277,7338
5473,36,61284424,Claudia Gray,2011,Afterlife,"Afterlife (Evernight, #4)",en-US,3.8,23780,848,2320,6273,7039,8444
5474,78,399250484,Nick Hornby,2007,Slam,Slam,en-US,3.27,17393,728,3105,8452,5906,2005
5475,23,547628382,Robin LaFevers,2013,"Dark Triumph (His Fair Assassin, #2)","Dark Triumph (His Fair Assassin, #2)",eng,4.15,28133,377,945,4836,11653,12269
5476,13,544289595,Kwame Alexander,2014,The Crossover,The Crossover,eng,4.22,21249,701,755,2807,7316,11356
5477,7,,Andrea Hirata,2007,Edensor,"Edensor (Tetralogi Laskar Pelangi, #3)",ind,4.06,11719,115,464,2507,4635,4538
5478,51,739464469,Alan Hollinghurst,2004,The Line of Beauty,The Line of Beauty,eng,3.7,15844,790,1749,4280,6190,4751
5479,25,749009519,Susanna Kearsley,2011,The Rose Garden,The Rose Garden,eng,4.01,18553,203,831,4765,9659,7349
5480,27,1595541217,Frank E. Peretti,2005,Monster,Monster,en-US,3.8,17583,511,1606,4722,5733,5822
5481,43,451208188,Daniel Silva,2002,The English Assassin,"The English Assassin (Gabriel Allon, #2)",en-US,4.12,16810,93,385,3586,9527,7062
5482,16,743284887,Chuck Klosterman,2006,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,Chuck Klosterman IV: A Decade of Curious People and Dangerous Ideas,en-US,3.85,13892,129,705,4153,6861,3597
5483,62,60833459,Peter F. Drucker,1966,The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),The Effective Executive: The Definitive Guide to Getting the Right Things Done (Harperbusiness Essentials),,4.11,16326,318,721,3134,5701,7349
5484,15,1632150190,"Kieron Gillen, Jamie McKelvie, Matt Wilson, Clayton Cowles",2014,"The Wicked + The Divine, Vol. 1: The Faust Act","The Wicked + The Divine, Vol. 1: The Faust Act",eng,3.9,25138,916,1615,5546,9383,8912
5485,35,553808036,Dean Koontz,2013,Innocence,Innocence,eng,3.69,13482,678,1750,4887,6031,4759
5486,33,399154779,John Sandford,2004,Dark of the Moon,"Dark of the Moon (Virgil Flowers, #1)",en-US,4,18708,337,739,4335,8610,6842
5487,29,1401917593,"Esther Hicks, Jerry Hicks",2006,The Law of Attraction: The Basics of the Teachings of Abraham,The Law of Attraction: The Basics of the Teachings of Abraham,,4.15,13358,320,617,2433,4075,6731
5488,31,1423157524,Alexandra Bracken,2014,In The Afterlight,"In The Afterlight (The Darkest Minds, #3)",eng,4.36,25788,186,670,3147,8802,15206
5489,25,373210450,Aimee Carter,2012,Goddess Interrupted,"Goddess Interrupted (Goddess Test, #2)",eng,4.02,26286,571,1647,5492,8643,11003
5490,55,689859384,"Holly Black, Tony DiTerlizzi",2003,Lucinda’s Secret,"Lucinda's Secret (The Spiderwick Chronicles, #3)",eng,3.87,25217,244,1320,7895,9138,7804
5491,47,688213855,"Beverly Cleary, Tracy Dockray",1950,Henry Huggins,"Henry Huggins (Henry Huggins, #1)",eng,3.97,21823,295,884,5894,7699,7846
5492,26,64434516,"Russell Hoban, Garth Williams",1960,Bedtime for Frances,Bedtime for Frances,eng,4.14,22865,333,958,4598,6569,10646
5493,57,4770020678,"Tetsuko Kuroyanagi, Chihiro Iwasaki, Dorothy Britton",1981,窓ぎわのトットちゃん,Totto-chan: The Little Girl at the Window,eng,4.3,13859,200,407,1980,5376,8251
5494,42,804178429,Joe Abercrombie,2015,Half the World,"Half the World (Shattered Sea, #2)",eng,4.2,12396,52,299,2560,8863,7114
5495,17,375758259,Roger Lowenstein,2000,When Genius Failed: The Rise and Fall of Long-Term Capital Management,When Genius Failed: The Rise and Fall of Long-Term Capital Management,en-US,4.16,15619,183,395,2606,6635,6657
5496,34,1590303164,Natalie Goldberg,1986,Writing Down the Bones: Freeing the Writer Within,Writing Down the Bones: Freeing the Writer Within,eng,4.17,18477,207,701,3527,7233,9170
5497,64,316000981,Darren Shan,2002,"Hunters of the Dusk (Cirque Du Freak, #7)","Hunters of the Dusk (Cirque Du Freak, #7)",,4.17,19326,120,752,3868,6946,9347
5498,26,886777631,Tad Williams,1996,City of Golden Shadow,"City of Golden Shadow (Otherland, #1)",eng,3.9,19334,537,1435,4488,7527,6829
5499,33,425217299,Charlaine Harris,2007,An Ice Cold Grave,"An Ice Cold Grave (Harper Connelly, #3)",eng,3.95,26178,186,1199,7172,11549,8722
5500,52,,Katherine Paterson,1980,Jacob Have I Loved,Jacob Have I Loved,eng,3.64,24920,1066,2636,7650,8766,6592
5501,63,316089516,"James Patterson, Liza Marklund",2010,The Postcard Killers,The Postcard Killers,eng,3.78,18542,360,1569,5879,7931,5437
5502,10,1421536382,"Julietta Suzuki, Tomo Kimura",2008,神様はじめました 1,"Kamisama Kiss, Vol. 1",eng,4.38,20569,352,608,2414,4728,12625
5503,15,,Colleen Hoover,2014,Maybe Not,"Maybe Not (Maybe, #1.5)",en-US,4.14,26102,310,1009,4677,9769,11340
5504,31,689869118,D.J. MacHale,2004,Black Water,"Black Water (Pendragon, #5)",eng,4.16,19634,181,636,3640,7120,8723
5505,193,425093255,Agatha Christie,1942,Five Little Pigs,"Five Little Pigs (Hercule Poirot, #24)",eng,3.95,19618,113,807,6389,10238,7201
5506,49,345524497,China Miéville,2011,Embassytown,Embassytown,eng,3.86,17388,515,1311,4527,8335,5828
5507,44,553582763,Dean Koontz,2002,By the Light of the Moon,By the Light of the Moon,,3.84,19276,264,1118,5698,7569,5540
5508,13,553212419,Arthur Conan Doyle,1927,"Sherlock Holmes: The Complete Novels and Stories, Volume I","Sherlock Holmes: The Complete Novels and Stories, Volume I",eng,4.45,17950,92,194,1676,5641,10479
5509,15,60809086,Dorothy L. Sayers,1930,Strong Poison,"Strong Poison (Lord Peter Wimsey, #6)",eng,4.14,18578,224,589,3601,8103,8341
5510,8,836220625,Gary Larson,1984,The Far Side Gallery,The Far Side Gallery,eng,4.42,20022,110,281,2205,5944,11579
5511,30,373210698,Julie Kagawa,2013,The Eternity Cure,"The Eternity Cure (Blood of Eden, #2)",eng,4.26,27278,438,917,4020,9220,14746
5512,63,425163717,J.D. Robb,1998,Holiday in Death,"Holiday in Death (In Death, #7)",eng,4.31,24511,54,360,3810,10087,13162
5513,8,,Tarryn Fisher,2013,Thief,"Thief (Love Me with Lies, #3)",eng,4.4,28533,340,755,2930,7815,16939
5514,59,074349282X,Aron Ralston,2004,Between a Rock and a Hard Place,Between a Rock and a Hard Place,en-US,3.82,14350,405,1201,4265,6428,4739
5515,55,345379063,David Gemmell,1984,Legend ,"Legend (The Drenai Saga, #1)",en-US,4.25,18260,198,644,2946,6695,10037
5516,16,803736703,Sheila Turnage,2012,,"Three Times Lucky (Tupelo Landing, #1)",eng,4.01,17797,524,908,3404,6405,7059
5517,27,330418882,Meg Cabot,2004,"Every Boy's Got One (Boy, #3)","Every Boy's Got One (Boy, #3)",en-GB,3.77,19771,477,1587,6350,7178,6061
5518,17,451166604,Ann Rule,1987,Small Sacrifices: A True Story of Passion and Murder,Small Sacrifices: A True Story of Passion and Murder,eng,4.2,17384,112,404,3102,6672,7971
5519,18,385538898,Chris Bohjalian,2016,,The Guest Room,eng,3.68,14635,418,1354,5382,8035,3392
5520,11,811874559,"Avery Monsen, Jory John",2010,All My Friends Are Dead,All My Friends Are Dead,eng,4.24,19423,236,662,3131,6169,9898
5521,42,1405038160,Matthew Reilly,2007,The Six Sacred Stones,"The Six Sacred Stones (Jack West Jr, #2)",eng,4.16,17064,231,667,3025,6444,8034
5522,64,051512317X,Nora Roberts,1998,Rising Tides (Chesapeake Bay Saga #2),"Rising Tides (Chesapeake Bay Saga, #2)",en-US,4.16,23604,68,616,4923,9286,10420
5523,19,1421506130,Tite Kubo,2004,Bleach―ブリーチ― 15,"Bleach, Volume 15",eng,4.41,17078,179,460,2037,3934,10558
5524,22,60727535,"Johnny Cash, Patrick   Carr",1997,Cash: The Autobiography of Johnny Cash,Cash,en-US,4.08,15113,243,585,3076,5874,6215
5525,74,6471250,Sidney Sheldon,1976,A Stranger in the Mirror,A Stranger In The Mirror,eng,3.61,15606,430,1621,5518,5509,3561
5526,38,375821821,Carl Hiaasen,2005,Flush,Flush,en-US,3.86,20076,306,1218,5764,8377,6101
5527,165,679600213,"Isak Dinesen, Karen Blixen",1937,Out of Africa,Out of Africa,eng,3.96,21687,405,1353,5209,9006,8212
5528,55,743281632,Robert Crais,2007,The Watchman,"The Watchman (Elvis Cole, #11; Joe Pike, #1)",en-US,4.1,17637,196,515,3370,8108,6992
5529,47,1400067820,Nassim Nicholas Taleb,2012,Antifragile: Things That Gain from Disorder,Antifragile: Things That Gain from Disorder,eng,4.04,16184,705,1113,2979,5654,8055
5530,6,62267728,Molly McAdams,2012,,"From Ashes (From Ashes, #1)",en-GB,4.13,11196,761,1238,3866,8237,12065
5531,13,1451683405,Sam Harris,2012,Free Will,Free Will,eng,3.83,15647,615,1206,3887,5979,5226
5532,26,149262246X,Marieke Nijkamp,2016,This Is Where It Ends,This Is Where It Ends,eng,3.63,23764,1281,3106,7170,8414,7166
5533,30,778324214,Rachel Vincent,2007,Stray,"Stray (Shifters, #1)",eng,3.79,29063,1370,2607,7014,9399,10072
5534,30,316018600,Elin Hilderbrand,2008,A Summer Affair,A Summer Affair,,3.66,19033,487,1889,6361,6956,4713
5535,25,385737432,Rebecca Stead,2012,Liar & Spy,Liar & Spy,eng,3.81,18990,577,1306,5211,7835,5653
5536,34,142302392,"Brian Jacques, Gary Chalk",1991,Mariel of Redwall,"Mariel of Redwall (Redwall, #4)",,3.96,21214,108,851,6051,8437,7117
5537,36,142003344,Steven Pinker,2002,The Blank Slate: The Modern Denial of Human Nature,The Blank Slate: The Modern Denial of Human Nature,eng,4.07,15647,397,803,2781,5801,6647
5538,40,345496531,Peter F. Hamilton,2007,The Dreaming Void,The Dreaming Void,en-US,4.18,16181,160,494,2781,7678,7527
5539,33,545040566,Meg Cabot,2009,Being Nikki,"Being Nikki (Airhead, #2)",eng,3.87,25531,421,1854,6931,9011,8348
5540,635,743482859,"William Shakespeare, Cynthia Marshall, Barbara A. Mowat, Paul Werstine",1606,The Tragedie of Antony and Cleopatra,Antony and Cleopatra,eng,3.67,20594,369,2123,7948,8298,5373
5541,15,689839081,Margaret Peterson Haddix,2001,"Among the Impostors (Shadow Children, #2)","Among the Impostors (Shadow Children, #2)",en-US,4.05,21629,164,764,5311,9075,8595
5542,7,1442413174,Christopher Pike,2010,The Eternal Dawn,"Thirst No. 3: The Eternal Dawn (Thirst, #3)",en-US,4.14,17343,549,1052,2875,4005,9053
5543,24,743442849,Zane,1998,Addicted,Addicted,eng,4.26,13677,442,672,1944,3591,8531
5544,17,765329581,Kristen Simmons,2012,Article 5,"Article 5 (Article 5, #1)",en-US,3.78,23732,1007,2127,6014,8111,7737
5545,29,312241356,"Randy Shilts, William Greider",1987,"And the Band Played On: Politics, People, and the AIDS Epidemic","And the Band Played On: Politics, People, and the AIDS Epidemic",,4.37,16769,152,324,1945,5815,9717
5546,19,,Laurelin Paige,2013,Found in You,"Found in You (Fixed, #2)",eng,4.27,27097,219,723,3903,10649,13768
5547,37,440244447,Lara Adrian,2008,Midnight Rising,"Midnight Rising (Midnight Breed, #4)",eng,4.23,26597,149,682,4582,10267,12982
5548,73,60534044,Karin Slaughter,2002,Kisscut,"Kisscut (Grant County, #2)",eng,4.12,18833,165,616,4035,9035,8399
5549,13,1936365014,"Miranda July, Brigitte Sire",2011,,It Chooses You,eng,3.88,16044,690,1336,3584,4480,6285
5550,68,747549923,"Hubert Selby Jr., Gilbert Sorrentino",1964,Last Exit to Brooklyn,Last Exit to Brooklyn,eng,3.94,15491,428,1029,3658,6593,5865
5551,113,571207766,"Mario Vargas Llosa, Edith Grossman",2000,La fiesta del chivo,The Feast of the Goat,eng,4.22,10961,189,557,2348,6291,7773
5552,36,439755204,Jordan Sonnenblick,2004,"Drums, Girls & Dangerous Pie","Drums, Girls & Dangerous Pie (Drums, Girls & Dangerous Pie, #1)",eng,4.25,18551,300,617,2866,6885,10209
5553,34,1439172560,Miranda July,2015,The First Bad Man,The First Bad Man,eng,3.58,15560,885,1914,4602,6088,3809
5554,35,886776066,Tad Williams,1993,To Green Angel Tower (Storm),"To Green Angel Tower, Part 2 (Memory, Sorrow, and Thorn, #3; Part 2)",eng,4.19,18356,187,657,3118,6749,8702
5555,26,,Jay Crownover,2013,Jet,"Jet (Marked Men, #2)",eng,4.09,32332,239,1063,6256,13787,12242
5556,81,1400097029,John Banville,2005,The Sea,The Sea,eng,3.49,16558,937,2471,5705,6140,3746
5557,39,316405345,"James Patterson, David Ellis",2014,Invisible,Invisible,eng,4.05,14518,268,705,3536,7704,6754
5558,50,425210758,Dean Koontz,1993,Mr. Murder,Mr. Murder,eng,3.72,19904,329,1584,6533,7362,4930
5559,36,316074144,Gail Carriger,2010,Changeless,"Changeless (Parasol Protectorate, #2)",eng,4,30703,172,1084,7387,14794,10027
5560,23,812505182,L.E. Modesitt Jr.,1991,The Magic of Recluce,The Magic of Recluce (The Saga of Recluce #1),eng,3.84,18879,457,1402,4952,7109,5889
5561,38,451211030,John Jakes,1974,"The Bastard (Kent Family Chronicles, Vol. 1)","The Bastard (Kent Family Chronicles, #1)",en-GB,4.09,18287,186,653,3923,6791,7599
5562,31,1594745765,Ben H. Winters,2012,The Last Policeman,"The Last Policeman (The Last Policeman, #1)",eng,3.76,14725,232,1025,5173,8774,3460
5563,55,345487133,George R. Stewart,1949,Earth Abides,Earth Abides,eng,3.96,17200,410,1231,3943,6678,6844
5564,55,446608378,"Douglas Preston, Lincoln Child",1999,Thunderhead,Thunderhead,eng,4.09,19704,146,607,4138,8216,7756
5565,57,316106534,Darren Shan,2002,"Allies of the Night (Cirque Du Freak, Book 8)","Allies of the Night (Cirque du Freak, #8)",,4.19,18649,128,686,3587,6605,9289
5566,24,425241505,Thea Harrison,2011,Dragon bound,"Dragon Bound (Elder Races, #1)",eng,4.13,29920,776,1461,5063,10837,14485
5567,273,553269216,L.M. Montgomery,1919,Rainbow Valley,"Rainbow Valley (Anne of Green Gables, #7)",eng,4,27353,212,1369,6925,10355,10436
5568,57,843955848,Stephen King,2005,The Colorado Kid,The Colorado Kid (Hard Case Crime #13),eng,3.28,19406,1068,3597,8765,6130,2962
5569,9,194232638,"Diane Mowat, W.W. Jacobs",1902,The Monkey's Paw,The Monkey's Paw (Oxford Bookworms),eng,3.85,18113,326,1187,4909,6243,5544
5570,2,553297260,John Saul,1991,Darkness,Darkness,,3.92,17338,223,794,4744,6013,5686
5571,27,157683932X,"Jerry Bridges, Foster W. Cline, Jim Fay",1978,The Pursuit of Holiness,The Pursuit of Holiness,eng,4.28,14574,148,345,2131,4793,7498
5572,36,380811081,Lisa Kleypas,2004,Again the Magic ,"Again the Magic (Wallflowers, #0)",eng,4.05,24978,475,1081,5211,9597,10061
5573,25,61093327,Anne Rivers Siddons,1998,Low Country,Low Country,eng,3.96,16364,172,600,4147,6475,5192
5574,33,385737637,Jennifer Donnelly,2010,Revolution,Revolution,eng,4.02,20607,592,1363,4626,8627,9635
5575,39,345451325,Eric S. Nylund,2001,The Fall of Reach,Halo: The Fall of Reach,eng,4.25,14525,96,432,2462,5746,7803
5576,15,61957917,Kim Harrison,2013,,"Ever After (The Hollows, #11)",eng,4.45,22312,69,274,2270,8588,14830
5577,25,446324825,Frank De Felitta,1975,Audrey Rose,Audrey Rose,,3.86,17688,301,1187,5042,5533,5825
5578,34,110194661X,Nathan  Hill,2016,The Nix,The Nix,eng,4.12,20807,372,1029,3985,9628,10246
5579,39,61935107,Sophie Jordan,2011,Vanish,"Vanish (Firelight, #2)",en-US,3.95,25947,476,1645,6345,9236,9818
5580,15,836218523,Bill Watterson,1989,The Calvin and Hobbes Lazy Sunday Book,The Calvin and Hobbes Lazy Sunday Book,eng,4.66,18641,60,157,1075,3478,14070
5581,397,809510839,J. Sheridan Le Fanu,1872,Carmilla,Carmilla,eng,3.83,21582,338,1449,7088,9344,6773
5582,31,439436567,Garth Nix,2004,Drowned Wednesday,"Drowned Wednesday (The Keys to the Kingdom, #3)",en-US,3.85,21267,217,1151,6456,8307,6112
5583,45,375829830,Melina Marchetta,2003,Saving Francesca,Saving Francesca,eng,3.97,24398,643,1501,5587,10096,9565
5584,9,,K.A. Linde,2012,Avoiding Commitment,"Avoiding Commitment (Avoiding, #1)",eng,3.85,28253,1444,2174,5960,9706,10226
5585,37,316224189,"James Patterson, Maxine Paetro",2012,Confessions of a murder suspect,"Confessions of a Murder Suspect (Confessions, #1)",eng,3.89,19223,538,1552,5304,7683,7609
5586,13,1401205011,"Brian K. Vaughan, Pia Guerra, Goran Sudžuka, José Marzán Jr.",2005,Y: The Last Man Vol. 6: Girl on Girl,"Y: The Last Man, Vol. 6: Girl on Girl (Y: The Last Man, #6)",eng,4.21,20974,203,561,3305,7786,9400
5587,22,307394956,Chris Bohjalian,2008,Skeletons at the Feast,Skeletons at the Feast,,3.99,18706,311,846,3968,8762,6359
5588,57,449221490,Sue Grafton,1994,L is for Lawless,"L is for Lawless (Kinsey Millhone, #12)",,3.91,22383,111,727,6844,9542,6533
5589,36,440420059,Jerry Spinelli,2003,Milkweed,Milkweed,eng,4,19461,329,1032,4327,7542,7362
5590,8,60283262,"Laura Joffe Numeroff, Felicia Bond",2000,If You Give a Pig a Party (If You Give...),If You Give a Pig a Party,,4.22,18297,200,669,3376,4740,9409
5591,52,140157727,William Gibson,1993,Virtual Light,"Virtual Light (Bridge, #1)",eng,3.84,16273,134,906,5272,7689,4444
5592,21,61719544,Craig Ferguson,2009,American on Purpose,American on Purpose: The Improbable Adventures of an Unlikely Patriot,eng,3.96,17033,444,799,3838,7232,6116
5593,41,1401303382,Michael J. Fox,2008,Always Looking Up: The Adventures of an Incurable Optimist,Always Looking Up: The Adventures of an Incurable Optimist,en-US,3.82,17181,397,1268,4800,6310,5227
5594,33,61852058,Sarah MacLean,2010,Nine Rules to Break When Romancing a Rake,"Nine Rules to Break When Romancing a Rake (Love By Numbers, #1)",en-US,4.08,27201,527,1145,5301,11221,11645
5595,47,316185906,Charlotte Rogan,2012,The Lifeboat,The Lifeboat,eng,3.2,18260,796,3605,8615,5897,1681
5596,452,781805503,"Henryk Sienkiewicz, W.S. Kuniczak",1895,Quo vadis?,Quo Vadis,eng,4.13,18466,326,966,3527,6522,9030
5597,34,62235796,Amy Ewing,2014,The Jewel,"The Jewel (The Lone City, #1)",eng,3.86,21247,713,1827,5852,8886,8191
5598,19,439672449,Chris d'Lacey,2001,The Fire Within,"The Fire Within (The Last Dragon Chronicles, #1)",eng,3.76,22634,968,2203,5865,6732,7541
5599,32,586203818,"Raymond E. Feist, Janny Wurts",1990,"Servant of the Empire (The Empire Trilogy, #2)","Servant of the Empire (The Empire Trilogy, #2)",eng,4.27,20016,108,513,3170,7350,10335
5600,50,515144592,Nora Roberts,2008,The Hollow,"The Hollow (Sign of Seven, #2)",en-US,4.11,23983,219,957,4993,8894,10340
5601,37,590259385,"Deborah Guarino, Steven Kellogg",1989,Is Your Mama A Llama?,Is Your Mama a Llama?,,4.16,19267,259,793,3760,5466,9295
5602,55,1476792496,Anna Todd,2013,After We Collided,"After We Collided (After, #2)",eng,3.73,16338,1619,2520,5459,6492,8737
5603,15,385535635,Jacob Tomsky,2012,"Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality","Heads in Beds: A Reckless Memoir of Hotels, Hustles, and So-Called Hospitality",,3.54,16181,596,1836,5894,6199,3219
5604,14,067975833X,Tony Horwitz,1998,Confederates in the Attic: Dispatches from the Unfinished Civil War,Confederates in the Attic: Dispatches from the Unfinished Civil War,eng,4.08,16792,202,634,3100,7051,6402
5605,23,312546343,David Wong,2012,,"This Book Is Full of Spiders: Seriously, Dude, Don't Touch It (John Dies at the End, #2)",en-US,4.26,15031,94,381,2466,6967,8145
5606,19,3822835536,"Robert Descharnes, Gilles Néret",1994,Dali: The Paintings,Dali: The Paintings,,4.17,14600,322,707,2442,3897,7395
5607,56,1416505067,Matthew Reilly,2005,Seven Ancient Wonders,"Seven Deadly Wonders (Jack West Jr, #1)",eng,4.08,15374,437,919,3083,6268,7699
5608,14,1605045535,Cherrie Lynn,2009,,"Unleashed (Ross Siblings, #1)",eng,3.89,27833,580,1571,7119,11411,8723
5609,31,345443586,Laurell K. Hamilton,2006,Mistral's Kiss,"Mistral's Kiss (Merry Gentry, #5)",en-US,4.03,25340,456,1695,5877,8400,11440
5610,68,743287932,Stephen R. Covey,,,The 8th Habit: From Effectiveness to Greatness,en-US,3.99,13765,319,789,2989,4904,5395
5611,27,044640098X,Larissa Ione,2009,Desire Unchained (Shadow Lover),Desire Unchained (Demonica #2),eng,4.25,26939,239,768,4093,9898,13521
5612,1,399146261,"Dean Koontz, Leigh Nichols",2000,Cold Fire ; Hideaway; The Key to Midnight,Cold Fire / Hideaway / The Key to Midnight,eng,4.16,17581,291,540,3153,5715,7882
5613,34,765327821,Dan Wells,2009,"I Am Not A Serial Killer (John Cleaver, #1)","I Am Not A Serial Killer (John Cleaver, #1)",eng,3.77,18878,602,1829,5770,8169,6090
5614,16,1476789258,Laura Dave,2015,Eight Hundred Grapes,Eight Hundred Grapes,,3.58,14135,373,1618,5989,6819,2858
5615,31,044900578X,Fannie Flagg,1998,"Welcome to the World, Baby Girl!","Welcome to the World, Baby Girl! (Elmwood Springs, #1)",eng,3.84,18307,199,1066,5513,7936,5024
5616,51,393318680,Irvine Welsh,1998,Filth,Filth,eng,3.76,16162,463,1351,4679,6637,4541
5617,51,316066346,Lori Lansens,2005,The Girls,The Girls,eng,3.79,16201,377,1168,4640,7583,4357
5618,17,345543009,Janet Evanovich,2016,Turbo Twenty-Three,"Turbo Twenty-Three (Stephanie Plum, #23)",eng,3.75,15021,291,1624,7442,8110,5681
5619,70,446618675,Sandra Brown,1999,The Alibi,The Alibi,eng,4.03,17729,177,707,4254,7586,6730
5620,27,62088149,Wiley Cash,2012,A Land More Kind Than Home,A Land More Kind Than Home,eng,3.84,15318,311,902,4603,7969,4361
5621,37,590224735,Ann M. Martin,1986,Kristy's Great Idea,"Kristy's Great Idea (The Baby-Sitters Club, #1)",eng,3.94,21952,616,1473,5790,6114,9193
5622,10,545298423,Roland Smith,2012,,"Shatterproof (The 39 Clues: Cahills vs. Vespers, #4)",,4.17,17887,306,712,3463,4758,8930
5623,14,307718964,Sheri  Fink,2013,,Five Days at Memorial: Life and Death in a Storm-Ravaged Hospital,eng,3.87,15344,356,1108,4001,6810,5021
5624,93,1400031540,"Henning Mankell, Steven T. Murray",1996,Den femte kvinnan,"The Fifth Woman (Kurt Wallander, #6)",eng,4.02,16094,210,564,3567,8339,5701
5625,15,1594489998,Sarah Vowell,2008,The Wordy Shipmates,The Wordy Shipmates,en-US,3.66,17541,470,1568,5652,7337,3759
5626,505,140443150,"Guy de Maupassant, Douglas Parmée",1885,Bel-Ami,Bel-Ami,eng,3.81,17016,344,1409,5574,7916,5509
5627,32,226500667,Norman Maclean,1976,A River Runs Through It and Other Stories,A River Runs Through It and Other Stories,eng,4.17,16501,211,655,2972,6343,7935
